,state,state_po,county,FIPS
49196,Virginia,VA,Covington,51580
49199,Virginia,VA,Danville,51590
49202,Virginia,VA,Emporia,51595
49205,Virginia,VA,Fairfax,51600
49208,Virginia,VA,Falls Church,51610
49211,Virginia,VA,Franklin,51620
49214,Virginia,VA,Fredericksburg,51630
49217,Virginia,VA,Galax,51640
49220,Virginia,VA,Hampton,51650
49223,Virginia,VA,Harrisonburg,51660
49226,Virginia,VA,Hopewell,51670
49229,Virginia,VA,Lexington,51678
49232,Virginia,VA,Lynchburg,51680
49235,Virginia,VA,Manassas,51683
49238,Virginia,VA,Manassas Park,51685
49241,Virginia,VA,Martinsville,51690
49244,Virginia,VA,Newport News,51700
49247,Virginia,VA,Norfolk,51710
49250,Virginia,VA,Norton,51720
49253,Virginia,VA,Petersburg,51730
49256,Virginia,VA,Poquoson,51735
49259,Virginia,VA,Portsmouth,51740
49262,Virginia,VA,Radford,51750
49265,Virginia,VA,Richmond,51760
49268,Virginia,VA,Roanoke,51770
49271,Virginia,VA,Salem,51775
49274,Virginia,VA,Staunton,51790
49277,Virginia,VA,Suffolk,51800
49280,Virginia,VA,Virginia Beach,51810
49283,Virginia,VA,Waynesboro,51820
49286,Virginia,VA,Williamsburg,51830
49289,Virginia,VA,Winchester,51840
49292,Washington,WA,Adams,53001
49295,Washington,WA,Asotin,53003
49298,Washington,WA,Benton,53005
49301,Washington,WA,Chelan,53007
49304,Washington,WA,Clallam,53009
49307,Washington,WA,Clark,53011
49310,Washington,WA,Columbia,53013
49313,Washington,WA,Cowlitz,53015
49316,Washington,WA,Douglas,53017
49319,Washington,WA,Ferry,53019
49322,Washington,WA,Franklin,53021
49325,Washington,WA,Garfield,53023
49328,Washington,WA,Grant,53025
49331,Washington,WA,Grays Harbor,53027
49334,Washington,WA,Island,53029
49337,Washington,WA,Jefferson,53031
49340,Washington,WA,King,53033
49343,Washington,WA,Kitsap,53035
49346,Washington,WA,Kittitas,53037
49349,Washington,WA,Klickitat,53039
49352,Washington,WA,Lewis,53041
49355,Washington,WA,Lincoln,53043
49358,Washington,WA,Mason,53045
49361,Washington,WA,Okanogan,53047
49364,Washington,WA,Pacific,53049
49367,Washington,WA,Pend Oreille,53051
49370,Washington,WA,Pierce,53053
49373,Washington,WA,San Juan,53055
49376,Washington,WA,Skagit,53057
49379,Washington,WA,Skamania,53059
49382,Washington,WA,Snohomish,53061
49385,Washington,WA,Spokane,53063
49388,Washington,WA,Stevens,53065
49391,Washington,WA,Thurston,53067
49394,Washington,WA,Wahkiakum,53069
49397,Washington,WA,Walla Walla,53071
49400,Washington,WA,Whatcom,53073
49403,Washington,WA,Whitman,53075
49406,Washington,WA,Yakima,53077
49409,West Virginia,WV,Barbour,54001
49412,West Virginia,WV,Berkeley,54003
49415,West Virginia,WV,Boone,54005
49418,West Virginia,WV,Braxton,54007
49421,West Virginia,WV,Brooke,54009
49424,West Virginia,WV,Cabell,54011
49427,West Virginia,WV,Calhoun,54013
49430,West Virginia,WV,Clay,54015
49433,West Virginia,WV,Doddridge,54017
49436,West Virginia,WV,Fayette,54019
49439,West Virginia,WV,Gilmer,54021
49442,West Virginia,WV,Grant,54023
49445,West Virginia,WV,Greenbrier,54025
49448,West Virginia,WV,Hampshire,54027
49451,West Virginia,WV,Hancock,54029
49454,West Virginia,WV,Hardy,54031
49457,West Virginia,WV,Harrison,54033
49460,West Virginia,WV,Jackson,54035
49463,West Virginia,WV,Jefferson,54037
49466,West Virginia,WV,Kanawha,54039
49469,West Virginia,WV,Lewis,54041
49472,West Virginia,WV,Lincoln,54043
49475,West Virginia,WV,Logan,54045
49478,West Virginia,WV,McDowell,54047
49481,West Virginia,WV,Marion,54049
49484,West Virginia,WV,Marshall,54051
49487,West Virginia,WV,Mason,54053
49490,West Virginia,WV,Mercer,54055
49493,West Virginia,WV,Mineral,54057
49496,West Virginia,WV,Mingo,54059
49499,West Virginia,WV,Monongalia,54061
49502,West Virginia,WV,Monroe,54063
49505,West Virginia,WV,Morgan,54065
49508,West Virginia,WV,Nicholas,54067
49511,West Virginia,WV,Ohio,54069
49514,West Virginia,WV,Pendleton,54071
49517,West Virginia,WV,Pleasants,54073
49520,West Virginia,WV,Pocahontas,54075
49523,West Virginia,WV,Preston,54077
49526,West Virginia,WV,Putnam,54079
49529,West Virginia,WV,Raleigh,54081
49532,West Virginia,WV,Randolph,54083
49535,West Virginia,WV,Ritchie,54085
49538,West Virginia,WV,Roane,54087
49541,West Virginia,WV,Summers,54089
49544,West Virginia,WV,Taylor,54091
49547,West Virginia,WV,Tucker,54093
49550,West Virginia,WV,Tyler,54095
49553,West Virginia,WV,Upshur,54097
49556,West Virginia,WV,Wayne,54099
49559,West Virginia,WV,Webster,54101
49562,West Virginia,WV,Wetzel,54103
49565,West Virginia,WV,Wirt,54105
49568,West Virginia,WV,Wood,54107
49571,West Virginia,WV,Wyoming,54109
49574,Wisconsin,WI,Adams,55001
49577,Wisconsin,WI,Ashland,55003
49580,Wisconsin,WI,Barron,55005
49583,Wisconsin,WI,Bayfield,55007
49586,Wisconsin,WI,Brown,55009
49589,Wisconsin,WI,Buffalo,55011
49592,Wisconsin,WI,Burnett,55013
49595,Wisconsin,WI,Calumet,55015
49598,Wisconsin,WI,Chippewa,55017
49601,Wisconsin,WI,Clark,55019
49604,Wisconsin,WI,Columbia,55021
49607,Wisconsin,WI,Crawford,55023
49610,Wisconsin,WI,Dane,55025
49613,Wisconsin,WI,Dodge,55027
49616,Wisconsin,WI,Door,55029
49619,Wisconsin,WI,Douglas,55031
49622,Wisconsin,WI,Dunn,55033
49625,Wisconsin,WI,Eau Claire,55035
49628,Wisconsin,WI,Florence,55037
49631,Wisconsin,WI,Fond du Lac,55039
49634,Wisconsin,WI,Forest,55041
49637,Wisconsin,WI,Grant,55043
49640,Wisconsin,WI,Green,55045
49643,Wisconsin,WI,Green Lake,55047
49646,Wisconsin,WI,Iowa,55049
49649,Wisconsin,WI,Iron,55051
49652,Wisconsin,WI,Jackson,55053
49655,Wisconsin,WI,Jefferson,55055
49658,Wisconsin,WI,Juneau,55057
49661,Wisconsin,WI,Kenosha,55059
49664,Wisconsin,WI,Kewaunee,55061
49667,Wisconsin,WI,La Crosse,55063
49670,Wisconsin,WI,Lafayette,55065
49673,Wisconsin,WI,Langlade,55067
49676,Wisconsin,WI,Lincoln,55069
49679,Wisconsin,WI,Manitowoc,55071
49682,Wisconsin,WI,Marathon,55073
49685,Wisconsin,WI,Marinette,55075
49688,Wisconsin,WI,Marquette,55077
49691,Wisconsin,WI,Menominee,55078
49694,Wisconsin,WI,Milwaukee,55079
49697,Wisconsin,WI,Monroe,55081
49700,Wisconsin,WI,Oconto,55083
49703,Wisconsin,WI,Oneida,55085
49706,Wisconsin,WI,Outagamie,55087
49709,Wisconsin,WI,Ozaukee,55089
49712,Wisconsin,WI,Pepin,55091
49715,Wisconsin,WI,Pierce,55093
49718,Wisconsin,WI,Polk,55095
49721,Wisconsin,WI,Portage,55097
49724,Wisconsin,WI,Price,55099
49727,Wisconsin,WI,Racine,55101
49730,Wisconsin,WI,Richland,55103
49733,Wisconsin,WI,Rock,55105
49736,Wisconsin,WI,Rusk,55107
49739,Wisconsin,WI,St. Croix,55109
49742,Wisconsin,WI,Sauk,55111
49745,Wisconsin,WI,Sawyer,55113
49748,Wisconsin,WI,Shawano,55115
49751,Wisconsin,WI,Sheboygan,55117
49754,Wisconsin,WI,Taylor,55119
49757,Wisconsin,WI,Trempealeau,55121
49760,Wisconsin,WI,Vernon,55123
49763,Wisconsin,WI,Vilas,55125
49766,Wisconsin,WI,Walworth,55127
49769,Wisconsin,WI,Washburn,55129
49772,Wisconsin,WI,Washington,55131
49775,Wisconsin,WI,Waukesha,55133
49778,Wisconsin,WI,Waupaca,55135
49781,Wisconsin,WI,Waushara,55137
49784,Wisconsin,WI,Winnebago,55139
49787,Wisconsin,WI,Wood,55141
49790,Wyoming,WY,Albany,56001
49793,Wyoming,WY,Big Horn,56003
49796,Wyoming,WY,Campbell,56005
49799,Wyoming,WY,Carbon,56007
49802,Wyoming,WY,Converse,56009
49805,Wyoming,WY,Crook,56011
49808,Wyoming,WY,Fremont,56013
49811,Wyoming,WY,Goshen,56015
49814,Wyoming,WY,Hot Springs,56017
49817,Wyoming,WY,Johnson,56019
49820,Wyoming,WY,Laramie,56021
49823,Wyoming,WY,Lincoln,56023
49826,Wyoming,WY,Natrona,56025
49829,Wyoming,WY,Niobrara,56027
49832,Wyoming,WY,Park,56029
49835,Wyoming,WY,Platte,56031
49838,Wyoming,WY,Sheridan,56033
49841,Wyoming,WY,Sublette,56035
49844,Wyoming,WY,Sweetwater,56037
49847,Wyoming,WY,Teton,56039
49850,Wyoming,WY,Uinta,56041
49853,Wyoming,WY,Washakie,56043
49856,Wyoming,WY,Weston,56045
49859,Connecticut,,Statewide writein,
49860,Maine,,Maine UOCAVA,
49861,Rhode Island,,Federal Precinct,
50401,Alaska,AK,District 1,2001
50404,Alaska,AK,District 2,2002
50407,Alaska,AK,District 3,2003
50410,Alaska,AK,District 4,2004
50413,Alaska,AK,District 5,2005
50416,Alaska,AK,District 6,2006
50419,Alaska,AK,District 7,2007
50422,Alaska,AK,District 8,2008
50425,Alaska,AK,District 9,2009
50428,Alaska,AK,District 10,2010
50431,Alaska,AK,District 11,2011
50434,Alaska,AK,District 12,2012
50437,Alaska,AK,District 13,2013
50440,Alaska,AK,District 14,2014
50443,Alaska,AK,District 15,2015
50446,Alaska,AK,District 16,2016
50449,Alaska,AK,District 17,2017
50452,Alaska,AK,District 18,2018
50455,Alaska,AK,District 19,2019
50458,Alaska,AK,District 20,2020
50461,Alaska,AK,District 21,2021
50464,Alaska,AK,District 22,2022
50467,Alaska,AK,District 23,2023
50470,Alaska,AK,District 24,2024
50473,Alaska,AK,District 25,2025
50476,Alaska,AK,District 26,2026
50479,Alaska,AK,District 27,2027
50482,Alaska,AK,District 28,2028
50485,Alaska,AK,District 29,2029
50488,Alaska,AK,District 30,2030
50491,Alaska,AK,District 31,2031
50494,Alaska,AK,District 32,2032
50497,Alaska,AK,District 33,2033
50500,Alaska,AK,District 34,2034
50503,Alaska,AK,District 35,2035
50506,Alaska,AK,District 36,2036
50509,Alaska,AK,District 37,2037
50512,Alaska,AK,District 38,2038
50515,Alaska,AK,District 39,2039
50518,Alaska,AK,District 40,2040
50521,Alaska,,District 99,2099
